#星辰双拼专用成语简码（由 chengyu.txt 按星辰声母键重映射）
senu	吃着不尽
sent	持斋把素
senh	常抓不懈
sesi	潮涨潮落
svsw	沉灶产蛙
cecj	寸指测渊
sekn	穿着打扮\t长枕大被
seku	沉重代价
ceku	残章断简
svki	车载斗量
svkd	迟早的事
cvkw	从早到晚
cvkj	从左到右
cvzi	侧足而立
svzi	重足而立
svxf	穿凿附会
cvxi	嘈杂纷乱
svxy	沉滓泛起
sexj	叱咤风云
cvxv	错综复杂
cegc	操之过蹙
cegy	操之过切
ceff	翠竹黄花
sefi	差之毫厘
cefy	摧折豪强
seuz	长治久安
cvun	辞尊居卑
svuk	传宗接代
cvua	才子佳人
cvuh	踩在脚下
seix	长斋礼佛
cvip	错字连篇
semx	搽脂抹粉
cemx	擦脂抹粉
semg	晨钟暮鼓\t朝锺暮鼓
svmy	车在马前
cemy	擦掌磨拳
cemd	藏之名山\t藏诸名山
seok	纯真年代
seox	吃斋念佛
cvou	藏踪蹑迹
seyg	重整旗鼓
cvyu	厕足其间
seya	传之其人
cetm	此中三昧
cvli	惨遭屠戮
sela	处之泰然
sewf	成者王侯
svww	成则为王
sewh	纯正无邪
sehx	长斋绣佛
cvhl	操作系统
sehl	重装系统
sejn	嗤之以鼻
sejg	持之有故
sejf	持之以恒
svjf	姹紫嫣红
ceja	措置裕如
sejh	穿针引线
sveo	尺泽之鲵
cvva	操纵自如
svet	床笫之私
seew	池中之物
sevh	成竹在胸
sveh	赤子之心
kzug	打熬筋骨
kzwm	敌暗我明
kzju	堆案盈几\t党恶佑奸
knng	掉臂不顾
knnp	打抱不平
knnj	大辩不言
kncu	断编残简
knsi	打不出来
knsd	得不偿失
kncd	德薄才疏
knsj	大病初愈
kncj	断壁残垣
knsv	打不出字
knce	断壁残璋
knkn	打扮打扮
knkk	得不到的
knki	大包大揽
knkd	独步当时
knkh	大悲大喜
knkv	大本大宗
knzg	大败而归
knzf	抵背扼喉
knxa	大部分人
kngs	单兵孤城
kngl	对簿公堂
kngj	澹泊寡欲
knfz	倒绷孩儿
knfd	打不还手
knun	得步进步
knri	道边苦李\t大败亏轮
knrd	大败亏输
knik	大不列颠
knit	第比利斯
kniw	砥兵砺伍
knih	大步流星
kniv	打不了字
knmi	淡泊名利
knme	淡泊明志\t澹泊明志
knmj	多边贸易
knoh	德薄能鲜
knpw	德不配位
knyu	调兵遣将
knas	大笔如椽
knai	倒背如流
knao	大辩若讷
knay	大不如前
knaa	大白若辱
knaw	代表人物
kndc	地崩山摧
kndf	对不上号
kndd	多不胜数\t动不失时
kndh	待办事项
kndj	道不拾遗
knlh	独步天下
knlj	断壁颓垣
knek	都不知道
knej	倒不至于\t端本正源
knhf	都不喜欢
knhu	短兵相接
knhp	东奔西跑
knhv	东奔西走
knjs	大病一场
knjk	倒不一定
knjx	大饱眼福\t独霸一方
knjd	独步一时
knjj	都不一样
knve	单兵作战
knee	道傍之筑
kssc	当场出彩
kccp	大才榱盘\t大才榱槃
kckn	大慈大悲
kskn	多愁多病
kskk	大吹大打
kski	大吹大擂
ksky	地丑德齐
kskw	大彻大悟\t大澈大悟
kskh	代拆代行
kckj	多才多艺
ksxi	大吹法螺
kcfw	多藏厚亡
kcun	德才兼备
kcus	得寸进尺
ksuu	独出己见
kcui	殚财竭力
kcud	打草惊蛇
ksuw	迭床架屋\t叠床架屋
ksue	独出机杼
ksrh	东床快婿
ksim	大处落墨
kcmu	道存目击
ksmv	貂蝉满座
kcpp	大才槃槃\t大才盘盘
ksyf	洞察秋毫
ksyu	洞察其奸\t荡产倾家
kcye	胆粗气壮
ksye	低唱浅斟
ksdx	东窗事发
kcdg	多财善贾
ksdg	多愁善感
kcdu	打草蛇惊
ksti	倒裳索领
ksdi	洞彻事理
kstj	得偿所愿
ksln	地坼天崩
kclc	大错特错
kslz	倒持泰阿
kslx	东床坦腹
kswo	党豺为虐
kcwe	到此为止
kshc	冬虫夏草\t大醇小疵\t独出心裁
kshk	断长续短
kshg	蹈常袭故
kshu	雕虫小技\t胆颤心惊
kchj	大材小用
ksjz	鼎铛有耳
ksju	大吃一惊
kcju	独此一家\t多此一举
ksjp	打成一片
ksjy	洞察一切
ksjd	鼎铛玉石
kcjj	到此一游
ksjj	对床夜雨
ksje	达成一致
ksjv	大车以载
kcvc	得寸则寸
ksem	大处着墨
ksej	大处着眼
kkzj	点灯熬油
kknz	动荡不安
kknk	当断不断
kknf	多多包涵
kkna	咄咄逼人\t大度包容
kknd	大胆包身
kknl	胆大包天
kkne	多多保重
kknh	喋喋不休
kkcc	躲躲藏藏
kksf	大地春回
kksd	大打出手
kksh	得道成仙
kkkk	点点滴滴
kkkm	鼎鼎大名
kkky	大敌当前
kkkh	独断独行
kkke	得道多助
kkzx	旦旦而伐
kkxx	大大方方
kkxf	单刀赴会
kkgg	大动干戈\t大动公惯
kkgf	大动肝火
kkgd	咄咄怪事
kkge	多多关照
kkgj	多端寡要
kkfn	颠倒黑白
kkfs	大地回春
kkfx	打道回府
kkfa	打得火热
kkuk	大大降低
kkux	断脰决腹
kkut	箪豆见色
kkue	点到即止
kkrx	大刀阔斧
kkis	兜肚连肠
kkii	大大咧咧\t大大落落\t度德量力
kkit	道德沦丧
kkmm	弟弟妹妹
kkma	道大莫容
kkoo	打打闹闹
kkov	动动脑子
kkpl	胆大泼天
kkyc	道德情操
kkyx	跌宕起伏
kkyr	颠倒乾坤
kkyi	导德齐礼
kkyy	的的确确
kkak	胆大如斗
kkai	对答如流
kkam	大队人马
kkah	打动人心\t大得人心
kkdx	颠倒是非
kkda	大多数人
kktt	哆哆嗦嗦\t搭搭撒撒
kkdd	多多少少
kkdj	地动山摇
kktj	刁斗森严
kkde	动动手指
kklj	大道同源
kkex	当地政府
kkeu	多多指教\t独得之见
kker	大打折扣
kkeo	当打之年
kkea	单刀直入
kkee	兜兜转转
kkeh	独断专行
kkwn	地大物博
kkwe	点到为止\t道德文章
kkww	胆大妄为
kkwh	当代文学
kkhs	代代相传
kkhc	东躲西藏\t胆大心粗
kkhw	东倒西歪
kkhh	大大小小\t断断续续\t胆大心小\t胆大心细\t胆大心雄
kkjn	多多益办
kkjs	颠倒衣裳
kkjm	独当一面
kkjp	倒打一耙
kkjt	堵得要死
kkjd	多多益善\t胆大于身
kkjw	倒打一瓦
kkjh	淡淡一笑\t怠惰因循
kkjj	颠倒阴阳
kkes	独到之处
kkeg	达地知根
kkvu	大大增加
kkvy	大大增强
kkej	东道之谊
kznx	当耳边风
kznu	道而不径
kznj	淡而不厌
kzkk	大恩大德
kzxd	得而复失
kzgj	第二个月
kzgv	大耳刮子
kzfe	大而化之
kzuk	第二季度
kzik	吊儿郎当\t吊尔郎当
kzie	笃而论之
kzpx	当耳旁风
kzpf	灯蛾扑火
kzas	第二人称
kzde	等而上之
kzej	第二志愿
kzwk	大而无当
kzww	淡而无味
kzhe	等而下之
kzje	大而言之
kzee	斗而铸锥
kxnd	大放悲声
kxne	当风秉烛
kxcn	大发慈悲
kxct	滴粉搓酥
kxsj	丹凤朝阳
kxkg	大富大贵
kxku	巅峰对决
kxki	大风大浪\t倒凤颠鸾
kxxf	蝶粉蜂黄
kxfs	戴发含齿
kxfk	东风浩荡
kxfu	淡饭黄齑
kxfe	洞房花烛
kxfj	东风化雨\t戴发含牙
kxuc	大放厥词\t大放厥辞
kxup	打富济贫
kxii	打凤捞龙\t打凤牢龙
kxit	大发牢骚
kxil	大发雷霆
kxmi	大发谬论
kxmd	斗方名士
kxme	东方明珠
kxmv	独夫民贼
kxpp	大腹便便
kxyy	东方千骑
kxam	东风人面
kxdu	打发时间
kxdd	大幅上升
kxtw	答非所问
kxdh	大发善心
kxdj	大幅上扬
kxde	大幅上涨
kxex	地方政府
kxeu	大方之家
kxee	大费周章
kxej	挡风遮雨
kxev	巅峰之作
kxwf	东方文化
kxwm	东方文明
kxwd	断发文身
kxwj	大方无隅
kxhc	大幅下挫
kxhk	大幅下跌\t东扶西倒
kxhu	大幅下降
kxhi	大法小廉
kxjc	大放异彩
kxji	大发议论
kxjw	荡妇淫娃
kxvz	顶风作案
kxvk	打翻在地
kxvu	登峰造极
kxva	道法自然
kxvj	毒副作用
kgzn	定国安邦
kgns	大功毕成
kgnx	打个比方
kgne	丢官罢职
kgkf	打个电话
kgzg	待贾而沽
kggs	大功告成\t大工告成
kgga	达官贵人
kggh	涤故更新
kggj	达官贵要
kgfm	蠹国害民
kgfo	刀耕火耨
kgfd	电光火石
kgfj	刀耕火耘
kgfe	刀耕火种
kgug	倒挂金钩
kgud	短绠汲深
kgue	倒挂金钟\t断根绝种
kguj	刀光剑影
kgre	打狗看主
kgip	倒冠落佩
kgmz	戴高帽儿
kgmv	戴高帽子
kgox	登高能赋
kgog	渡过难关
kgpp	断梗飘蓬
kgpj	顶个屁用
kgyg	得过且过
kgah	地广人稀
kgdf	电光石火
kgdu	吊古伤今
kgtp	打滚撒泼
kgef	打个招呼
kgem	达观知命\t达官知命
kgey	大国重器\t多故之秋
kgej	帝国主义\t弹冠振衣
kgwt	大公无私
kgwe	德高望重
kgwj	登高望远\t倒果为因
kghg	达官显贵
kghf	达官显宦
kghu	倒戈卸甲
kghd	多管闲事\t东观续史\t东郭先生
kghj	吊古寻幽\t刀光血影
kgjz	道高益安
kgjs	道高一尺
kgjf	登高一呼
kgja	达官要人
kgje	道高一丈
kgvn	登高自卑
kgeu	刀过竹解\t弹冠振衿
kgvu	丁公凿井
kgei	电光朝露
kged	雕肝琢肾
kgvj	打躬作揖\t打恭作揖\t打拱作揖
kfnn	冬寒抱冰
kfnu	大惑不解\t诞幻不经
kfnd	荡海拔山
kfnw	短褐不完
kfnj	低回不已
kfsu	短褐穿结
kfsr	打诨插科
kfst	当行出色
kfku	大喊大叫\t鼎镬刀锯
kfki	大红大绿
kfkd	大行大市
kfkv	大红大紫
kfxu	倒海翻江
kfxd	胆寒发竖
kfgx	单鹄寡凫
kfgv	断还归宗
kfff	灯火辉煌
ffff	红红火火
kffd	大好河山
kfui	灯红酒绿
kfuy	独鹤鸡群
kfuj	丹黄甲乙
kfue	刁滑奸诈
kfig	德厚流光\t雕蚶镂蛤
kfii	打虎牢龙
kfid	调虎离山
kfie	大海捞针
kfyi	惮赫千里
kfyd	大获全胜
kfaj	鼎镬如饴
kfdp	荡魂摄魄
kfty	大寒索裘
kfwj	大旱望云
kfhx	断鹤续凫
kfhf	大呼小喝
kfhu	大呼小叫
kfha	大含细入
kfhd	冬烘先生
kfjs	东海扬尘
kfjo	大旱云霓
kfen	董狐直笔
kunn	咄嗟便办
kunk	大节不夺
kunx	打击报复
kuni	殚精毕力\t掂斤播两
kunp	斗酒百篇
kund	短见薄识\t冻解冰释
kune	滴酒不沾
kucn	断简残编
kust	独茧抽丝
kusl	点金成铁
kuce	待价藏珠
kucw	低级错误
kuse	咄嗟叱咤
kukz	大奸大恶\t打架斗殴
kukx	大经大法
kukg	对酒当歌
kukf	刀锯鼎镬
kuki	大吉大利\t单孑独立
kuky	大江东去
kukh	东京大学
kukj	堆金叠玉
kuzg	待价而沽
kuxk	大将风度
kuxx	大家风范
kuxg	砥节奉公
kuxm	杜渐防萌
kuxd	点金乏术
kuxw	杜渐防微
kuxh	洞鉴废兴
kuxj	刀锯斧钺
kugf	对景挂画
kugi	大驾光临\t弹斤估两
kugh	大家闺秀
kuff	杜绝后患
kufj	独具慧眼
kufe	断齑画粥
kuuk	打家截道
kuuf	等价交换
kuui	殚精竭虑\t殚精极虑\t殚精竭力
kuud	打家劫舍\t打家截舍
kuuh	独具匠心
kuuj	堆金积玉\t笃近举远
kuin	咄嗟立办
kuis	等价连城
kuik	当机立断
kuiu	弹尽粮绝
kumg	打鸡骂狗
kumi	大渐弥留
kumh	打街骂巷
kuon	大江南北
kuou	东箭南金
kupl	戴鸡佩豚
kupv	带金佩紫
kuys	蠹居棋处
kuyw	低级趣味\t殚见洽闻\t单见浅闻
kuyh	遁迹潜形
kuai	断决如流
kuap	担惊忍怕
kuad	堆积如山\t杜绝人事
kudu	待机时间
kudr	担惊受恐
kudi	短斤少两
kudp	担惊受怕
kudy	睹景伤情\t对景伤情
kudt	大惊失色
kudd	党坚势盛
kutj	蹈节死义
kuls	地久天长
kulk	道尽涂殚
kuly	道尽途穷
kult	独具特色
kulh	杜鹃啼血
kulj	地角天涯\t断井颓垣
kuen	点睛之笔
kueu	斗酒只鸡\t洞见症结
kuem	当局者迷
kuej	独具只眼
kuwx	但讲无妨
kuwe	大局为重
kuwj	弹铗无鱼
kuhg	大惊小怪
kuhf	掇菁撷华
kuhd	斗酒学士
kuhw	道殣相望
kuhh	大街小巷
kuhj	大计小用
kujs	动静有常
kujk	大局已定
kujg	独具一格
kuju	弹尽援绝\t大匠运斤
kujr	定睛一看
kuji	杜绝言路
kujd	度己以绳
kujw	带减腰围
kujh	荡检逾闲
kuvg	斗鸡走狗
kuve	当家做主
krzd	多口阿师
krnn	大可不必
krsy	大口喘气
krkf	大开大合
krkr	大口大口
krkj	大快朵颐\t大块朵颐
krzs	夺眶而出
krgv	杜口裹足
krfd	多快好省
krik	大开绿灯
krmt	顿开茅塞
krof	豆蔻年华
kryu	丢盔弃甲
krah	大快人心\t地旷人稀
krdu	大开杀戒
krtt	得克萨斯
krls	敌忾同仇
krld	杜口吞声
krlh	刀口舔血
krek	待客之道
krwe	大块文章
krwj	顿口无言
krhu	丢盔卸甲
krhd	单口相声
krju	大开眼界
krjr	堤溃蚁孔
krjh	堤溃蚁穴
kret	顿口拙腮
kini	的黎波里\t待理不理
kinj	得来不易
kisn	断烂朝报
kiss	戴笠乘车
kikk	多劳多得
kikx	颠鸾倒凤
kiku	跺了跺脚
kiki	掂量掂量
kiky	颠来倒去\t独揽大权
kikd	定了定神
kikl	点了点头
kikw	独来独往
kizl	夺路而逃
kixx	蹈厉奋发
kixu	砥砺风节
kixt	独领风骚
kigu	戴笠故交
kifk	雕梁画栋
kifx	雕龙画凤\t胆裂魂飞
kifd	带砺河山
kiuy	大力加强
kiuh	打了鸡血
kirr	谠论侃侃
kiie	滴溜溜转
kiih	肚里泪下
kimn	顶礼膜拜
kiot	多历年所
kiyg	等量齐观
kiyi	多了去了
kiyh	砥砺前行
kiaf	地利人和
kidg	打落水狗
kidf	带砺山河
kitu	冬练三九\t呆里撒奸
kitr	独立思考
kidl	锻炼身体
kilf	地老天荒
kild	大浪淘沙
kiec	栋梁之材
kies	大力支持
kiwg	独立王国
kiwd	得陇望蜀
kihs	东拉西扯
kihg	丢了西瓜
kihe	鼎力相助\t东鳞西爪
kihj	东劳西燕
kijs	得礼一尺
kijk	打了一顿
kiju	打了一架
kijm	大老爷们\t道路以目
kijy	雕阑玉砌
kivf	到了最后
kiei	大辂椎轮\t大路椎轮
kivm	砥砺琢磨
kieo	当立之年
kive	独立自主
kiee	蹈厉之志
kmza	道貌岸然
kmzd	盗名暗世
kmnu	诞谩不经
kmnm	大谋不谋
kmna	大谬不然\t大缪不然
kmsn	斗米尺布
kmcs	断墨残楮
kmsm	低眉垂目
kmsh	大梦初醒
kmsj	低眉垂眼
kmkk	大名鼎鼎
kmkf	当门抵户
kmkj	大模大样
kmzs	夺门而出
kmxk	大明法度
kmxh	大梦方醒
kmxv	吊民伐罪
kmgj	钓名沽誉
kmfs	戴眉含齿
kmfu	杜门晦迹
kmfi	打闷葫芦
kmfj	打马虎眼
kmuk	大马金刀
kmuu	杜门绝迹
kmii	殚谋戮力
kmmu	独门秘籍
kmou	多米尼加\t遁名匿迹\t大名难居
kmor	多米尼克
kmoe	独木难支
kmyd	盗名欺世\t钓名欺世
kmyt	杜门却扫
kmyj	登木求鱼
kmak	旦暮入地
kmdk	多谋善断
kmdg	大马士革
kmti	倒霉死了
kmdi	多谋善虑
kmdj	低眉顺眼
kmej	低眉折腰
kmwz	敌明我暗
kmwn	代马望北
kmhg	等米下锅
kmhr	杜门谢客
kmjx	代马依风
kmju	大莫与京
kmvu	杜门自绝
kmvd	杜门自守
kmee	颠毛种种
konn	东南半壁
konk	大逆不道
kont	大难不死
kocr	顿涅茨克
kosj	大年初一
kokh	东南大学
kofh	妒能害贤
kors	端倪可察
koid	对你来说
koil	大难临头
kopk	带牛佩犊
koyx	东南雀飞
koly	对牛弹琴
kowk	大逆无道
kohn	东南西北\t多难兴邦
kohj	东怒西怨
kojf	多年以后
koji	多年以来
koja	斗南一人
kovm	当牛做马
kpnp	颠扑不破
kpsg	打破常规
kpgx	豆剖瓜分
kpuh	动魄惊心
kpri	道旁苦李
kpir	箪瓢屡空
kpii	颠沛流离
kpim	地痞流氓
kpih	箪瓢陋巷
kpmg	打破迷关
kpdg	打破砂锅
kpls	地平天成
kpwl	戴盆望天
kphc	东拼西凑
kphk	东跑西颠
kphf	胆破心寒
kphu	独辟蹊径
kphd	短篇小说
kphv	大胖小子
kpju	跌破眼镜
kyna	刀枪不入
kynj	丹青不渝
kynv	底气不足
kysi	冬去春来
kycv	堆砌辞藻
kysv	东墙处子
kykr	颠乾倒坤
kyki	大起大落\t大权独揽
kykm	单枪独马
kykd	大请大受
kykh	独清独醒
kykj	多情多义
kyxw	定倾扶危
kyxe	蹈其覆辙
kyfs	荡气回肠
kyfu	貂裘换酒
kyuu	刀枪剑戟
kyud	打起精神
kyuj	丹铅甲乙
kyii	打起来了
kyie	戴清履浊
kymy	打情骂俏\t打情骂趣
kymd	丹青妙手
kymh	打情卖笑
kypn	大气磅礴
kypi	大权旁落
kypm	单枪匹马
kyyh	搭桥牵线
kyac	的确如此
kyar	刀枪入库
kyae	大巧若拙
kydg	多情善感
kydu	大千世界
kytm	得其三昧\t丹漆随梦
kytv	得其所哉
kydv	底气十足
kyln	达权通变
kylu	夺其谈经
kyws	大器晚成
kywg	但求无过
kywa	敌强我弱
kywj	多歧亡羊
kyhg	冬裘夏葛
kyhr	东瞧西看
kyjv	典妻鬻子
kyen	达权知变
kyvw	大权在握
kana	当仁不让
kase	淡然处之
kakk	戴日戴斗
kakj	大仁大义
kagf	洞若观火
kafn	大人虎变
kauw	待人接物
kaue	蹈人旧辙
karz	冬日可爱
karm	遁入空门
kaig	打入冷宫
kamg	打人骂狗
kamu	呆若木鸡\t呆如木鸡
kaom	多如牛毛\t淡汝浓抹
kayx	淡若清风
kaao	度日如年
katz	夺人所爱
kadg	代人受过
katf	夺人所好
kadt	断人生死\t怛然失色
kadh	代人说项
kall	动如脱兔
kaem	达人知命
kawc	荡然无存
kawr	吊人胃口
kahp	动人心魄
kahd	大人先生
kahh	动人心弦
kahj	丢人现眼\t冬日夏云
kajs	待人以诚
kajk	低人一等
kajr	荡然一空
kajh	淡然一笑
kaes	得人者昌
kaek	代人捉刀
kaee	淡然置之
ktnc	抵死不从
kdni	滴水不漏
kdnm	丹书白马
ktnh	单丝不线
kdcn	得失参半
kdsn	滴水成冰\t得失成败
ktsn	斗粟尺布
kdsu	点石成金
kdsd	滴水穿石
ktcd	掉三寸舌
kdkx	大是大非\t独是独非
kdku	大手大脚\t读书得间
kdki	大厦栋梁
kdko	端屎端尿
kdky	嗲声嗲气
ktkt	倒三颠四\t颠三倒四
kdkj	倒数第一
kdzk	待时而动
ktzm	淡扫蛾眉
kdxu	大煞风景\t大杀风景
kdxy	大煞风趣
kdgs	掉舌鼓唇
kdgw	东山高卧
ktgj	第三个月
kdgv	单身贵族
kdfs	得胜回朝
ktfx	斗榫合缝
kdff	刀山火海
ktff	大肆挥霍
ktfu	箪食壶浆\t胆丧魂惊
kdfu	箪食壶酒
kdfh	大事化小\t笃实好学
ktfh	胆丧魂消
kdfj	大受欢迎
ktuc	大肆厥辞
ktuk	第四季度
khuk	大厦将颠
kduf	大声疾呼\t岛瘦郊寒\t堆山积海
kduu	大树将军
ktui	殚思极虑
kduy	大厦将倾\t淡水交情
ktud	抖擞精神
kdud	刀山剑树
kdrx	独守空房
kdin	戴霜履冰
ktif	打死老虎
kdim	电闪雷鸣
ktit	丢三落四
kdid	登山临水
ktmu	呆似木鸡
ktmd	抵死谩生
kdoi	多少年来
kdoy	多少年前
ktpj	箪食瓢饮
kdpe	大事铺张
ktpe	大肆铺张\t弹丝品竹\t调丝品竹
kdyf	倒山倾海
kdyd	独善其身
kdyj	大事去矣
kdaw	大失人望
kdtk	读书三到
kdtx	大杀四方
kddx	待时守分
kddu	多少时间
kddi	敦诗说礼
kdty	大势所趋
kdtw	大失所望
kdtj	读书三余
kdlg	地上天官
kdlf	得胜头回
sdli	澄沙汰砾
kdlo	带水拖泥
kdly	丹书铁契\t丹书铁券
kdla	达士通人
kdld	大书特书
kdlh	大赦天下
kdwx	但说无妨
ktwu	吊死问疾
kdwd	当世无双
kdwj	多说无益
kths	大肆宣传
kdhf	道山学海
kdhi	登山小鲁\t冬扇夏炉
kdhp	东施效颦
kdhy	低声下气
ktht	低三下四
kdht	东食西宿
kdhh	低首下心
kdhj	低声细语\t断手续玉
kdjk	多少有点
kdjy	大势已去
kdjh	多少有些
kdje	独树一帜
kdvn	顿首再拜
kdes	儋石之储
kdeu	掇拾章句
kdvo	独生子女
kdvy	东山再起\t毒手尊前
kdey	多事之秋\t斗筲之器
kded	斗升之水
kdev	读书种子
klnk	动弹不得
klnf	当头棒喝
klnu	登坛拜将
klna	大天白日
klnj	低头不语
klsu	点铁成金
klsa	打铁趁热
klkf	得天独厚
klkm	当头对面
klko	呆头呆脑
klkl	打听打听
klkj	党同妒异
klxk	洞天福地
klxj	党同伐异
klge	大庭广众\t大廷广众
klfg	夺胎换骨
klfj	点头哈腰
kluk	刁天决地\t戴天蹐地
kluu	断头将军
klud	倒头就睡\t刀头剑首
klik	顶天立地\t戴天履地
klid	对他来说
klpp	掇臀捧屁
klad	登堂入室
kldn	多退少补
kldc	掉头鼠窜
kldu	大同世界
kldi	戴头识脸
kldt	顶头上司
klde	待兔守株
kllg	打退堂鼓
kllm	刀头舔蜜
klld	道听途说
kllh	刀头舔血
kleu	点头之交
klej	点头致意
klhk	大体相当
klhm	东涂西抹
klhw	大头小尾\t东兔西乌
klhj	大同小异
klhv	大题小作\t大题小做
kljn	当头一棒
klju	对头冤家
kljw	刀头燕尾
kljh	都头异姓
kezl	独占鳌头\t抵掌而谈
kezj	斗志昂扬
kekf	大智大慧
keku	动辄得咎
kekj	斗智斗勇\t大智大勇
kexe	大政方针
kefl	大展宏图
keug	党政机关
keuj	大智近妖
keom	淡妆浓抹
keyg	大张旗鼓
keyu	大展拳脚\t洞烛其奸
keyj	断章取义
keaj	大智若愚\t大智如愚
ketc	道之所存
kedi	大致说来
kedh	斗折蛇行
kewg	敌众我寡
kewr	当之无愧
kewh	得之我幸
kehu	胆战心惊
kehl	东征西讨
kehw	东张西望
kehj	对症下药\t斗转星移\t胆战心摇
kejy	动之以情
kejh	大专院校
kwnu	诞罔不经\t诞妄不经
kwnm	大为不满
kwnl	大为不同
kwci	断无此理
kwcj	得未曾有
kwki	独往独来
kwzj	对我而言
kwzv	达斡尔族
kwgf	大为光火
kwge	单文孤证
kwfe	弹丸黑志
kwfv	弹丸黑子
kwud	读万卷书
kwuh	帝王将相
kwuj	殆无孑遗
kwrk	跌无可跌
kwrx	对外开放
kwid	对我来说
kwmk	敌我矛盾
kwmd	当我没说
kwmj	对外贸易
kwof	大为恼火
kwyn	黩武穷兵
kwad	簟纹如水
kwdx	杜微慎防
kwdu	党委书记
kwta	睹物思人
kwdh	代为说项
kwek	弹丸之地
kweu	当务之急
kwet	挡我者死
kwwx	多文为富
kwhx	弹无虚发
kwhy	冬温夏凊\t睹物兴情
kwha	殆无虚日
kwea	度外之人
kwej	阽危之域
kwee	睹微知著
khzi	大兴安岭
khng	打小报告
khnu	笃学不倦
khnr	大卸八块
khnt	当行本色
khnh	丹心碧血
khnj	大学毕业
khcf	大刑伺候
khsm	动心怵目
khse	党邪丑正
khkn	大喜大悲
khkf	涤瑕荡秽
khkh	多谢多谢\t抵瑕蹈隙
khzw	当刑而王
khxx	大雪纷飞
khxe	断线风筝\t蹈袭覆辙
khxw	杜隙防微
khgk	单膝跪地
khgg	鼎新革故
khgw	大喜过望\t独学寡闻
khfn	大贤虎变
khfx	旦夕祸福
khfg	笃学好古
khfm	动心骇目
khfh	笃信好学
khuf	短小精悍
khuo	妒贤嫉能
khul	大相径庭\t大相迳庭
khue	大限将至
khig	顿学累功
khif	戴玄履黄
khiu	荡析离居
khim	砥行立名
khia	刀下留人
khmm	砥行磨名
khme	道消魔长
khon	东西南北
khod	倒行逆施
khzh	断线偶戏
khpd	胆小怕事
khyk	大行其道\t独行其道
khyu	大学期间
khym	淡写轻描
khyd	独行其是
khyj	大型企业
khak	胆小如豆
khag	丹心如故
khar	大喜若狂
khai	得婿如龙
khad	胆小如鼠
khah	动心忍性\t胆小如鼷
khtk	大写锁定
khtu	担雪塞井
khtp	打小算盘
khdd	大显身手
khdl	大显神通\t悼心失图
khdj	多许少与
khde	等闲视之
khlf	担雪填河
khlm	大兴土木
khen	等闲之辈
kheu	旦夕之间\t倒悬之急
khep	断袖之癖
khwh	大象无形
khhu	带薪休假
khhw	地下修文
khhh	东想西想
khhj	大学校园\t倒屣相迎
khhe	党邪陷正
khji	打心眼里
khjd	得心应手
khje	雕心雁爪
khew	旦夕之危\t倒悬之危
kjnz	大洋彼岸
kjnc	大言不惭
kjnx	东亚病夫
kjni	倒也罢了
kjna	东野巴人
kjnl	大有不同
kjnh	地狱变相
kjnj	大有裨益
kjcn	断垣残壁
kjsx	羝羊触藩
kjkn	大摇大摆
kjku	朵颐大嚼
kjka	大鱼大肉
kjkv	多有得罪
kjxc	等因奉此
kjxa	第一夫人
kjxe	打预防针
kjxj	第一反应
kjxv	打牙犯嘴
kjgn	党员干部
kjgf	断雁孤鸿
kjgj	第一个月
kjfz	等一会儿
kjuc	单忧极瘁
kjuk	第一季度\t大有见地
kjuf	答疑解惑
kjui	谠言嘉论
kjud	第一件事
kjul	大有径庭\t大有迳庭
kjuh	得月较先
kjuj	打鸭惊鸳
kjuv	大雅君子
kjrg	大有可观
kjru	丹楹刻桷
kjrr	倒要看看
kjrw	大有可为
kjix	戴圆履方
kjia	大义凛然
kjmz	丁一卯二
kjmy	大义灭亲
kjmd	得意门生
kjmw	德音莫违
kjmh	电影明星
kjmj	鼎鱼幕燕
kjpm	短衣匹马
kjpp	大雨瓢泼
kjpl	大雨滂沱
kjph	戴月披星
kjpv	打牙配嘴\t代越庖俎
kjyn	导以取保
kjys	低吟浅唱
kjyz	丁一确二
kjyi	弹雨枪林
kjyp	大雨倾盆
kjyy	大异其趣\t独有千秋
kjyt	大有起色
kjyh	掉以轻心
kjac	但愿如此
kjas	第一人称
kjag	德言容功
kjam	道远日暮
kjay	大勇若怯
kjae	大雨如注
kjav	大有人在
kjdu	第一时间
kjdi	雕玉双联
kjdh	德艺双馨
kjlu	第一桶金
kjel	大雅之堂
kjee	地缘政治
kjej	第一志愿
kjev	得意之作
kjwz	独一无二
kjwy	得鱼忘筌
kjwe	大有文章\t堕云雾中
kjwh	得意忘形
kjwj	得意忘言
kjhn	东摇西摆
kjhs	第一现场
kjhf	恫疑虚喝\t大吆小喝
kjhd	大音希声
kjhh	待月西厢
kjjk	盗亦有道
kjja	独异于人
kjjd	东隅已逝
kjje	第一乐章
kjjh	第一印象
kjjj	得意洋洋
kjjv	定于一尊
kjek	钓游之地
kjeu	道义之交\t道远知骥
kjei	啖以重利
kjed	谠言直声\t大禹治水
kjet	得意之色
kjvw	大有作为
kjew	洞幽烛微
kjvj	短垣自逾
kvng	堕甑不顾
kvnu	丢卒保车
kvny	顿足不前
kvnh	胆子不小
kene	当着不着
kecn	栋折榱崩
kvss	独坐愁城
kvsh	顿足捶胸
kese	当轴处中
kvkc	多姿多彩
kvko	多灾多难
kvkd	多嘴多舌\t调嘴调舌
